"variable","value","ROPE_lower","ROPE_upper","ROPE_prec","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail","rmse"
"bXId[2] - bXId[1]",-1,-1.3,-0.7,0.6,-0.546471438438228,-0.5426713,0.290528387615595,0.291842070828,-1.0293990585,-0.0727770895000002,1.00083087689352,1654.74049940532,3680.59664853511,0.53859479139684
"bXId[3] - bXId[1]",-2,-2.6,-1.4,1.2,-1.20329955557579,-1.2071021545,0.384994767586993,0.385526860593,-1.839163003,-0.570402006300001,1.00094633775766,2475.82440206948,4316.91463214235,0.88483560145019
"bXId[3] - bXId[2]",-1,-1.3,-0.7,0.6,-0.656828117137558,-0.6585993065,0.362096015064404,0.3597626217864,-1.24958671575,-0.0530905525,1.00058967972466,5184.31278929236,4940.42043953421,0.498862782859535
"bZJd[2] - bZJd[1]",0,-0.05,0.05,0.1,0.0005254369428986,-0.000781153000000003,0.259606145200374,0.2587203175851,-0.429208701,0.4321301378,1.00022973256159,5886.01109612115,6046.8701010625,0.259590451078136
"bZJd[3] - bZJd[1]",0,-0.05,0.05,0.1,-0.120757770789162,-0.12152666,0.259705429567811,0.2646083982507,-0.5482315747,0.3111975846,1.00062935195158,2233.24558058398,4506.0335738322,0.286392944202892
"bZJd[3] - bZJd[2]",0,-0.05,0.05,0.1,-0.12128320773206,-0.1255190455,0.279757575715446,0.27968704974756,-0.5774637515,0.340615301,1.00048086140761,2434.4163985774,3543.72927315545,0.304900204346136
"sI[2] - sI[1]",-0.75,-0.95,-0.55,0.4,-1.1101245701755,-1.114032045,0.247201174241656,0.246101258865,-1.505838582,-0.6928702675,1.00161822022079,2734.03873969843,4756.86877410966,0.436795705150559
"sI[3] - sI[1]",-0.75,-0.95,-0.55,0.4,-0.653277282075,-0.659667045,0.284067812036873,0.290323050759,-1.114108472,-0.176336635,1.00103102398996,2678.6981200832,4359.20984970307,0.300066191336155
"sI[3] - sI[2]",0,-0.05,0.05,0.1,0.4568472881005,0.46479832,0.280541067445931,0.285404013762,-0.017634859,0.902785682,1.00007213742889,4220.77915778017,4982.21913377287,0.536099708316623
"sJ[2] - sJ[1]",0.5,0.35,0.65,0.3,0.23270498517875,0.235478115,0.216062682682424,0.215039469351,-0.1280863455,0.582055954,1.00139235587932,5182.36835431686,5602.07891210261,0.343691536716955
"sJ[3] - sJ[1]",1,0.7,1.3,0.6,1.1282438261975,1.13198825,0.222246175109286,0.219797369967,0.7501633685,1.484569143,1.00081688446124,3641.56205315152,5146.0387953975,0.25658072246018
"sJ[3] - sJ[2]",0.5,0.35,0.65,0.3,0.89553884101875,0.89746557,0.231971806310493,0.233043822753,0.5028404435,1.2704347055,1.00021984439051,3517.21256292594,5567.20321535503,0.458535895337043
